seed,total_patients,overall_average_service_time,overall_average_waiting_time,overall_average_system_time,doctor_mean_service_time,doctor_utilization,nurse_time,ctas1_patient_count,ctas1_mean_waiting,ctas1_mean_service,ctas1_mean_whole,ctas1_mean_nurse,ctas1_mean_bed,ctas2_patient_count,ctas2_mean_waiting,ctas2_mean_service,ctas2_mean_whole,ctas2_mean_nurse,ctas2_mean_bed,ctas3_patient_count,ctas3_mean_waiting,ctas3_mean_service,ctas3_mean_whole,ctas3_mean_nurse,ctas3_mean_bed,ctas4_patient_count,ctas4_mean_waiting,ctas4_mean_service,ctas4_mean_whole,ctas4_mean_nurse,ctas4_mean_bed,ctas5_patient_count,ctas5_mean_waiting,ctas5_mean_service,ctas5_mean_whole,ctas5_mean_nurse,ctas5_mean_bed
1,608,23.338996683815427,24.52394102873765,94.38260229019261,2853.62947743236,0.28309816244368646,23.795386549151132,6,3.117786823685492,22.451830317041484,74.4763106762939,3.0889731892903103,48.90669353556709,82,8.677113258318725,30.820309644007505,133.1549435071784,8.19213675693617,93.65752060485212,356,22.118997345206232,25.26518688465037,99.3092654116147,21.37522721718865,51.92508118175805,150,39.6171055110077,15.93987185926916,67.70067285458208,38.7676825248448,12.143695484305187,14,25.956946843119244,10.196164373072099,36.41853900489774,25.183764330964184,0.26542778870664024
2,713,26.285502161305867,24.99682568137032,103.38390985310772,3776.3837306538117,0.37464124312041786,22.488599358084443,6,2.93382035359294,124.61599075661896,176.00536208120835,2.840925521925728,48.45555097099682,112,8.392335167864871,43.61192149636239,123.47682451471306,7.530834587321828,71.47256785048596,389,22.30763182029074,25.9698654227329,119.39069462590628,19.750941093269233,71.11319738288265,182,39.76870313589929,14.85446998195021,60.93788603159386,36.80687242970565,6.314712913744498,24,39.56747921116031,12.647529280030943,53.900655829294614,32.9960603297687,1.685647338103491
3,676,25.159124742230706,25.898031505236666,99.91104260839916,3424.0637506586027,0.3396888641526391,23.11066631216052,7,2.1591666035734045,100.52122716547402,138.40244188380788,2.1585335606839693,35.72204811476052,98,7.635132689465647,40.912753728609545,143.080321688324,6.536355798264492,94.53243527024874,392,24.764455764214,25.181362171493006,106.67979298729419,21.02445742059523,56.733975051587215,168,39.54719264802433,13.806418602535288,60.92073009865484,37.71357596835623,7.567118848095175,11,35.647009391578564,9.445233975883454,45.092243367462125,35.424522937148055,0.0
4,725,25.556287674154145,25.67697534341629,95.36232717586597,3736.6951378670083,0.3707038827249017,23.923957258776674,9,4.6686506597933555,96.21997429665959,146.98988232026144,4.668650659793759,46.10125736380781,115,8.430717095724274,37.30695133522085,116.84748070404696,7.611243354335305,71.10981227310174,406,21.009147852949905,26.691172329303694,100.75757875493132,19.03978277552332,53.05725857267762,187,46.96802097814482,13.238531966197339,70.15192624154065,44.981282664933666,9.945373297198582,8,36.44035635245473,7.475993520652294,43.91634987310704,35.73831321516553,0.0
5,704,24.11193725728423,26.053079038888526,97.96242695384193,3400.191808184135,0.3373206158912833,24.54222190226005,5,2.368608733181463,123.98711482881463,170.65415941466526,2.3062216165889113,44.29843585266966,100,7.728118146415218,33.329069385288065,110.95135826271728,6.861340897119437,69.89417073101399,390,21.409369084207878,26.386476681035692,111.4791941480198,20.05962710824823,63.68334838277625,193,44.7840851832425,13.552681897417857,66.61185199338925,42.60156352593257,8.275084912728959,16,35.23315011645104,7.222987790603329,42.76054998173754,33.41891804214942,0.30441207468304565
6,687,25.845381390946148,23.31650621773592,93.10373449398844,3556.889628751627,0.3528660345983757,21.011940390457013,5,1.6892364653871481,97.78805026009942,152.05103457870027,1.541894769948495,52.57374785321364,117,8.526235396525866,39.56462585588412,117.78036229968598,7.734587301857829,69.68950104727597,382,22.315263197502123,26.31993317037532,102.63699551833818,20.434539261514786,54.00179915046079,170,35.21781820390879,14.53887083393812,56.296203637603696,30.70854500819741,6.539514599756778,13,38.53572398106231,8.611771252939233,49.540086847344774,38.16155467574243,2.3925916133428666
7,744,24.140341519644586,23.948205717823644,93.49561735518812,3601.0755093144385,0.35724955449548,22.51290323368455,5,3.3024509651600966,45.388294903075995,91.069222768056,3.2378705423738916,42.37847689982017,130,7.960230079144863,34.750756748099676,105.1823979731292,7.194540623360407,62.471411145884666,423,21.112919386942618,25.142455075355276,102.26540275164497,19.619070133225367,56.01002828934711,173,42.74680485879382,14.283254835358022,67.16400306509092,41.120151660633454,10.133943370939116,13,33.858519053699915,8.431742727308617,42.618735977409905,29.65134372835918,0.32847419640115033
8,646,24.057764818295098,23.943925008181196,90.93362921601066,3118.9156739037057,0.309416237490447,23.15686231678302,7,3.04920938446464,36.14930362516673,117.98803966663945,2.9980767812796048,78.78952665700795,122,7.164084172637886,32.91808811405622,110.145199672033,6.388802998874928,70.06302738533881,321,20.490867030364917,26.487043290186868,100.63537946768116,19.814065692683236,53.65746914712945,183,40.91551593441705,14.533628630866565,63.15826599588618,39.91133803036526,7.709121430602333,13,39.02346829127069,8.482250902233867,47.50571919350463,38.06327741553616,0.0
9,701,26.053686962801358,27.490178803052324,108.1525241062651,3699.9214903287975,0.36705570340563465,22.178435544548726,13,2.475380907045362,101.99466443045783,150.913397943336,2.452829526924751,46.44335260583325,121,7.638433856515209,37.970266033058174,124.9422056150179,6.253219720329412,79.33350572544457,374,25.140503960052147,25.382675266669466,119.08713215531724,19.989653415081182,68.56395292859563,175,46.322242159815204,15.312206135984923,75.11878024905597,38.62567652780722,13.484331953255891,18,44.735779637921446,9.47472832200102,58.37024311877071,29.051843172897286,4.159735158848223
10,728,25.125926897780804,24.228765206345532,100.20911666393143,3665.9840273332898,0.36368889160052476,22.85635397810793,5,2.8030915295101293,28.43477233243529,91.79591479729788,2.7435971362344698,60.558050935351744,126,7.839007197429315,36.899364677392015,134.07022966174443,6.880831884735589,89.33185778692311,396,21.0515261249531,26.85236009577672,108.10585636021665,19.789861157497914,60.20197013948681,192,41.915237614753615,14.566517405112053,64.93715381399194,39.98825207389324,8.455398794126275,9,28.075637575753515,7.76389231797333,35.83952989372665,27.13260848311524,0.0
