seed,total_patients,overall_average_service_time,overall_average_waiting_time,overall_average_system_time,doctor_mean_service_time,doctor_utilization,nurse_time,ctas1_patient_count,ctas1_mean_waiting,ctas1_mean_service,ctas1_mean_whole,ctas1_mean_nurse,ctas1_mean_bed,ctas2_patient_count,ctas2_mean_waiting,ctas2_mean_service,ctas2_mean_whole,ctas2_mean_nurse,ctas2_mean_bed,ctas3_patient_count,ctas3_mean_waiting,ctas3_mean_service,ctas3_mean_whole,ctas3_mean_nurse,ctas3_mean_bed,ctas4_patient_count,ctas4_mean_waiting,ctas4_mean_service,ctas4_mean_whole,ctas4_mean_nurse,ctas4_mean_bed,ctas5_patient_count,ctas5_mean_waiting,ctas5_mean_service,ctas5_mean_whole,ctas5_mean_nurse,ctas5_mean_bed
11,723,26.080346452585644,49.93014508779714,126.71227955717438,6325.386916705221,0.6275185433239306,23.22040219035709,4,0.8097742470918092,11.65958868980902,97.22139394440774,0.6908310022359964,84.752031007507,103,12.588541671358806,52.58982380272349,128.61054817400975,6.809963610740327,63.432182699927424,426,45.64079493996141,25.328272322419604,136.22496566729646,20.958134757984688,65.25589840491536,179,80.71821696100406,14.042622125626846,105.85501268173583,37.6966786532796,11.094173595105023,11,82.55422989961153,8.111537176518944,90.66576707613041,37.11730198858655,0.0
12,596,24.643678940554786,29.548137193496245,105.21790114743128,4899.006835277997,0.48601258286488064,22.946835747305016,2,5.776745687628136,49.44388194330841,59.081413404276645,5.7767456876276695,3.8607857733398174,81,11.560016797541081,37.08368531448043,150.98873930022003,8.19608054972321,102.3450371881986,349,25.98177659815693,26.775875551352872,113.88760538818738,19.82935792247385,61.129953238677544,144,47.34202461892042,14.144733084113541,66.70719795866633,38.571973282050614,5.2204402556323695,20,38.89416687331859,10.167212133830848,50.45037936086592,26.30340109661457,1.389000353716376
13,671,26.77584675159884,47.29368797973135,120.80734188362659,6024.237279810649,0.5976425872828025,23.746491458506235,7,3.204466490788036,69.03204734000983,138.7323358413162,3.076971447132998,66.49582201051827,111,14.276966313127051,44.175422768829584,132.90439985585508,7.0158380965062115,74.45201077389838,376,46.726946503257984,25.90396147467467,130.35252142004282,21.647486546574832,57.72161344211022,161,67.91875413249312,16.523098917623262,90.20643686987484,40.454350180841104,5.764583819758456,16,101.41492547816995,11.236779461728085,112.65170493989797,30.06210119925042,0.0
14,701,25.34587853204238,54.01190498815063,129.46506233588224,6020.099982392215,0.5972321411103388,25.8497371795023,14,3.092851627964592,95.77176124690024,156.84827975964512,3.052105525528195,57.98366688478078,98,13.886360073936496,36.461847999566686,128.45125837190005,8.41442939923953,78.10305029839687,396,49.16589155450694,25.402508804304357,137.9789276804644,20.396112531039055,63.410527321653035,175,83.71537357073365,14.955140538089246,107.52059047907262,48.206210408855455,8.850076370249806,18,129.9054864551764,9.825111604301608,139.730598059478,41.131934472615164,0.0
15,706,25.48491452640162,38.03770706208923,112.48720571062157,6019.844508984308,0.597206796526221,22.5151549421293,4,4.410247350325335,71.99438656307655,117.56845857940289,4.276895464208097,41.16382466600219,109,10.930702261003391,37.338917541030895,115.88549490025682,6.640075821179041,67.61587509822238,387,37.17768853717796,26.75454673757317,129.0874422254009,20.202104423517177,65.15520695064983,196,54.02800199478818,16.064984141626987,79.3743413198466,34.777858611324724,9.28135518343145,10,66.827979511798,13.168361821516473,79.99634133331438,52.01488430571434,0.0
16,698,24.145486535765667,35.20508765690438,117.6834341966362,5716.434028532659,0.5671065504496685,22.606145586518995,9,4.193646284496127,47.85874375353696,105.5555704687635,4.125760953179228,53.50318043073039,108,12.4344272152772,42.88685119641618,139.7066336799235,6.907807010637951,84.38535526823017,375,30.663230400446526,22.828371542252427,131.8384951639529,19.181168826098354,78.34689322125398,191,56.798448257039965,16.164694179345002,82.07887192304838,38.455458371877334,9.11572948666346,15,56.351680763118324,9.529670824673197,65.8813515877915,30.53225032315282,0.0
17,647,24.450527661001743,43.79424442043794,125.81716517300302,5289.041479218387,0.524706495954205,23.499332109573214,5,1.4682799404406979,88.2390877004884,127.05821889552354,1.3331580524210058,37.35085125459417,100,15.753495466497643,33.353301337722236,139.94255156723312,7.95534107014046,90.83575476301327,382,38.86005427310494,25.91437873674982,134.87663415639642,20.713237153895474,70.10220114654163,144,74.4296244754209,13.53058720684289,96.29332112454347,41.71419564446664,8.333109442279678,16,74.36115855529295,12.204286823103416,86.56544537839625,30.160450751653208,0.0
18,648,24.29843071682776,31.973095832157362,117.44616666415679,5260.5058708882025,0.5218755824293851,22.746251657417417,5,1.8802359960198374,31.977386032051754,119.80726595789966,1.8802359960197546,85.94964392982726,109,9.953244686733601,37.691938913095406,122.92647122568678,6.243959284443563,75.28128762585783,354,26.97805073107019,25.36637729606549,134.97194507022124,19.03748020453221,82.62751704308559,168,54.76217127375294,14.31832312719076,78.99711916984167,39.62220773733623,9.916624768897943,12,72.83220963454733,7.6582487201247496,87.9591441327105,54.48161997876238,7.468685778038619
19,631,25.24376601587724,37.53732990468035,115.43363280382006,5321.34426353795,0.527911137255749,22.49487018158523,4,8.339008536107485,34.94858196419014,50.0149693721246,8.339008536107862,6.727378871827346,94,13.153772123055806,39.652137035985525,132.71694810256065,8.976777009828949,79.9110389435193,369,33.7421567279626,25.900612229497746,125.39550862327086,20.47514329102583,65.75273966581051,155,60.742703687719086,15.6284893668665,85.54824247701399,36.17043901872346,9.177049422428366,9,61.14107243632962,9.108820247795858,70.24989268412537,17.26045435791808,0.0
20,680,25.4787045428185,40.960118958707284,110.88561300308793,5804.930241570233,0.5758859366637136,24.611894580443508,7,6.5609977900167,46.64269792545411,94.7934581719671,6.477712612984206,41.58976245649679,108,15.700445737297102,42.40745947501038,132.467768949365,7.991076407423448,74.35986373705725,377,35.47158275294877,25.31782697054732,114.45392825161224,20.019688593215015,53.66451852811604,180,65.50640077956525,15.415816897162797,89.94814094577848,43.8334937612465,9.025923269050384,8,118.42086619741485,12.418346368954703,136.54340840833243,48.782074717816464,5.704195841962759
21,669,23.91598360659494,34.30482907120815,108.41307839873139,5373.7083037089915,0.5331059825108126,21.895956165257534,10,1.5001912018615258,48.22814178054065,93.97477578019098,1.491485500846989,44.246442797788944,105,12.415157224862057,33.74600441474263,134.9759749963344,6.572885885854701,88.81481335672999,364,31.74959303645695,25.590059790643718,118.79034988980591,19.379489982659805,61.45069706270524,178,53.42816779959487,14.208625950138373,75.71781843763979,36.72385905758702,8.081024687906433,12,47.02262453424161,10.855330711640361,58.222106212086906,29.3621279662847,0.3441509662048207
22,733,24.0877974889645,38.933012816848006,98.70464645123491,5918.940323292231,0.5871964606440706,26.024047469008323,9,1.4615664209498693,87.83401270172016,146.9089939059096,1.4337519676732835,57.61341478323933,102,11.72502379305584,27.235404428981155,98.42869500333688,8.123138145093563,59.46826678129978,401,33.560856317009026,27.135759075092658,106.50541827046392,20.80260394713688,45.808802878362236,198,62.33815097319705,14.72592953027618,83.1380097743299,45.563293620459824,6.07392927085669,23,66.43193888068281,12.637598140547121,79.06953702122993,37.86028767919848,0.0
23,750,26.287594361294293,52.17785938130501,134.49223294533743,6637.461764837372,0.6584783496862473,23.508731675840536,10,2.7207683123255264,128.53290691482056,214.08116867293046,2.720768312325579,82.82749344578414,125,12.273130922260112,42.384997741753544,142.32675144757528,7.303239218771711,87.66862278356167,399,47.71276387862236,24.947400971511975,144.20803345571323,19.831267961812003,71.54786860557886,204,87.02270560285768,15.155337388107682,110.44094517736033,41.32180390925536,8.262902186395099,12,65.16839641830863,7.211680774673016,72.38007719298155,29.09268809663314,0.0
24,722,25.93081326023792,44.585037253573184,124.01146385733928,6297.492320429182,0.6247512222647997,21.035131880178874,10,2.025623966380954,106.48116554615255,122.69452282235034,1.9814085378110282,14.187733309816824,132,11.462731776153484,32.11088005766901,125.28617736743581,6.419864819170278,81.71256553361307,396,42.779961833948555,26.920915497287798,136.80989800433886,18.658184975541893,67.10902067310244,167,75.43531260599896,15.228356407720456,97.1444629347839,38.898716971328476,6.480793921064416,17,65.79399832460673,12.634193753097488,80.68890261451912,25.611881850242003,2.260710536814601
25,684,24.059104902079,33.535629567593205,111.45079767278268,5537.850920007021,0.5493899722229187,23.0653589640253,9,2.3196251956152185,58.246664129370956,122.4189288760109,2.2722296147466587,61.85263955102491,112,11.942300296023502,30.951849732228457,131.2789180047518,7.867119857199109,88.3847679764999,353,30.107117744098222,26.822069685218402,124.40012403410475,19.57869151107402,67.47093660478806,191,52.77843072068205,14.461567941956591,80.6007455262937,38.80018600466494,13.360746863655017,19,45.86650173692846,12.38160684485798,58.91317116873602,29.106547923902827,0.66506258694953
26,792,25.063839371058478,47.28003337338682,123.38711880118487,6665.598149579569,0.6612696576963857,24.876014724464437,5,3.069668366655969,81.43394823503544,134.77745289437772,2.9846855637075516,50.27383629268636,131,13.21026346017701,35.87293884670484,126.11682877840806,8.059989369089099,77.0336264715262,429,44.49287484920463,26.342705321365415,136.67356550564892,21.268538722343987,65.83798533507893,214,72.97670629590048,15.341203764067444,96.46203828130605,42.55174959085704,8.14412822133812,13,76.57193222880036,12.307527954508355,96.27465092093735,30.82646940597256,7.395190737628572
27,760,25.1776970757961,50.10280518606578,126.9056357846176,6487.588650530979,0.6436099851717242,21.53582076167895,14,2.1656357059286426,52.152613138518916,119.93794106218449,2.165635705928875,65.61969221773708,111,13.027220339412207,36.78652248844871,125.896304907754,7.434129348568187,76.08256207989317,447,45.23522265784376,25.734758359300475,135.98090451047125,19.277249406405257,65.01092349332701,171,85.25736904423103,15.307319489031658,105.22713313127613,38.48963658159925,4.662444598013491,17,106.0374676019158,11.80121048330817,118.66812323819025,18.415187128547558,0.829445152966259
28,729,26.236586255877018,44.55752207407216,118.22466093472579,6419.930393834625,0.6368978565312128,23.96319109186453,9,5.8566838182424465,34.60938046232448,100.93870536356877,5.856683818242428,60.472641083001136,107,11.39653230077996,37.378776049957125,121.7314333216735,6.968610763547031,72.95612497093647,430,40.448533012253755,28.12067982583404,125.6880655137727,19.82729621451745,57.118852675685,175,77.66474560926547,15.05133930789602,102.23155381259251,45.31047862026417,9.515468895431018,8,28.26185057005,11.197651879696847,39.459502449747106,26.96795863959969,0.0
29,698,26.41792107723415,45.41385495024465,118.14803949424247,6200.1919645441185,0.615098409180964,22.419528032229156,9,2.41486645084155,61.53485493893249,121.23130317507437,2.3538519099747948,57.28158178530032,121,14.896538942351365,39.613889530472676,142.4547543410935,7.149716655647522,87.94432586826952,383,41.33312894142384,27.71056823440367,119.78492513725942,20.398590519873956,50.74122796143192,172,72.50476630488778,13.30198958795827,95.72303902490408,37.50239258025045,9.916283132058087,13,121.01904278328053,14.732672412801927,138.24888640610712,38.41988392754053,2.4971712100246384
30,688,26.08729264497497,43.580516317154434,130.00656033837106,6039.062903907924,0.599113383324199,21.37381291987356,11,1.8671290193669847,97.17550846378509,164.62378239132488,1.867129019367014,65.58114490817304,114,12.309574225986022,39.91405422387525,134.95955835446244,6.91231101956066,82.73592990460111,394,41.552378101775645,24.847341723455024,143.8254134316465,20.506475481551124,77.4256936064159,152,70.99220770927766,15.648402183475367,92.25935372704244,35.7276821251979,5.618743834289401,17,82.18310595982332,9.442046717048864,91.62515267687216,22.734258274637195,0.0
31,640,24.926760723535303,44.95296557547188,113.856953912873,5347.5222733345145,0.5305081620371542,24.65393376228871,6,3.647167394553738,49.50232789661894,115.7150421432325,3.630321723437879,62.565546852059676,104,11.645273258813544,38.26243733469509,121.75915871108721,7.192766597870975,71.85144811757861,344,42.11344942512821,26.604275968152468,125.96628567060496,21.880895603197487,57.248560277324245,170,67.36608062112215,14.100193748123132,85.01908055826904,40.114008861709145,3.5528061890236913,16,99.85288982395002,7.994721415575463,107.8476112395258,41.39239733469213,0.0
32,626,26.21882362433057,34.51099902653224,112.7542224360914,5495.704868099509,0.5452088162797132,22.26320023259545,6,3.6006435404081762,26.673962925271596,82.84704026546024,3.600643540407857,52.57243379977985,105,11.094100335547028,42.02036725741496,130.25957859567885,6.880550928721787,77.14511100271672,360,33.598367778254605,25.86740002610856,123.18788215632473,20.794248043685286,63.72211435196163,145,55.03853893209558,16.77143018538995,80.16611974343714,37.62954180698637,8.356150625951646,10,34.140044880877575,9.667986297011351,43.808031177889276,25.048877910679263,0.0
33,707,24.352540112494772,44.52765781087295,121.98388419066164,5781.767533659742,0.5735880489741807,24.015687229553926,5,3.352103122609333,49.94919381887594,108.30097161372142,3.352103122609025,54.9996746722353,127,11.639635486876564,39.98505557895474,131.20354783125848,6.8981569157300076,79.57885676542719,375,43.001657647403846,23.380931118039765,135.82338222008974,22.48452936603446,69.44079345464607,185,67.67641486468807,15.940999537195397,89.68495744466212,38.581280173722355,6.067543042778694,15,89.35343213980474,11.497583217740718,100.85101535754548,34.46860553215381,0.0
34,705,25.83344119864712,51.189683006058615,121.87054332351454,6124.131798534331,0.6075527577911043,23.852451455089696,10,1.902827606246501,121.9973821650668,162.3986619670346,1.8839930006457244,38.498452195721725,107,12.953860116677218,39.03633898081171,120.45794924249967,7.387357242850443,68.4677501450107,382,43.97583345215183,26.178139789371077,129.45911810011168,19.31290702365066,59.30514485858879,184,82.29206295136036,14.104135733800769,103.15018174451436,41.23634492021997,6.753983059353182,22,124.68760222509495,10.022889904072938,135.12405905575625,47.348780567807005,0.41356692658850547
35,739,26.72760570550422,45.10524396483123,126.00837697918189,6613.688416225726,0.656119882562076,22.64384796536421,4,4.504733680490517,59.404894701650164,213.73512205532325,4.504733680490695,149.8254936731831,122,12.003552908612171,44.17213789640043,141.07862872607382,6.589478535512219,84.90293792106122,398,41.55328930208332,27.463557572903273,138.13914859431733,19.923299845644852,69.12230171933075,193,70.3756819788869,15.19273074462564,93.69057954155234,37.84928155556882,8.122166818039826,22,78.61850619469541,11.92669393054157,90.54520012523707,30.794711434466652,0.0
36,729,25.119375489224616,55.28675114144091,132.96287435054762,6107.178350540754,0.6058708681092017,22.76210825575664,3,2.034847317844348,105.13935181999881,129.71419031588934,1.8297712621561342,22.53999117804625,122,12.51974707258902,36.21486481958812,120.69892046187805,6.538182726424816,71.96430856970095,432,55.21592613325425,26.33880104668993,147.8651670211237,20.360564909071016,66.3104398411795,156,84.52277347880522,13.23203945520864,102.85389457560143,41.04913096906572,5.099081641587566,16,108.23094656509875,8.489560063275082,118.28530170832187,36.93755250896022,1.5647950799480286
37,689,26.65942151348485,54.0571407915744,133.94008407349438,6184.542258551424,0.6135458589832763,24.722094818385262,10,2.757599510360342,106.58680479342244,171.2883381397036,2.7575995103604685,61.94393383592048,104,12.314466228975963,41.570642103604165,139.9734813173321,6.376662266583574,86.08837298475186,394,51.56332132369008,26.17473256116772,143.43447683246788,22.198451427504633,65.69642294761013,168,87.4862022530943,14.857965948862105,109.23721287840397,43.13211618340568,6.8930446764475635,13,71.03530326337848,13.087975967160714,88.42745020568076,26.953005983859292,4.3041709751414485
